feature,coefficient
hour_7,0.06271103525110297
hour_8,0.2769370050623991
hour_9,-0.23103609953934443
hour_10,-0.041885055764602185
hour_11,0.06172706295822393
hour_12,0.09399725395909315
hour_13,0.06568811501631636
hour_14,-0.0
hour_15,-0.12527196488705306
hour_16,-0.14984719982703482
hour_17,0.15771158133551358
hour_18,0.0290708938867435
hour_19,0.15865072280307063
hour_20,-0.449163998594507
hour_21,-0.30999051205850475
hour_22,-0.11926365959238369
hour_23,-0.07161544787690266
day_of_week_Monday,0.15062146742436858
day_of_week_Tuesday,0.09536229433116471
day_of_week_Wednesday,0.1054403272252834
day_of_week_Thursday,0.06624739943362222
day_of_week_Friday,0.10191396676322352
day_of_week_Saturday,-0.07463482271184901
INTERCEPT,1.519472842610062
